NAME,AMOUNT_REQUESTED__C,PROPOSAL_NAME_LONG_VERSION__C,APPLYING_INSTITUTION_NAME__C,AWARD_AMOUNT__C,DATE_CREATED__C,DATE_SUBMITTED__C,GRANT_PERIOD_END__C,GRANT_PERIOD_START__C,PROJECT_DESCRIPTION_PROPOSAL_ABSTRACT__C,ZENN_ID__C,STATUS__C,EXTERNAL_PROPOSAL_ID__C,APPLYING_INSTITUTION__C,PROGRAM_COHORT__C,RECORDTYPEID,PROPOSAL_FUNDER__C
WishVast: Building Trust and Social Capital using Cellphones,50000,WishVast: Building Trust and Social Capital using Cellphones,Pennsylvania State University-Main Campus, ,2008-10-15,2008-10-20, , ,"A multi-disciplinary team at Penn State recently employed social network analysis to examine social and economic network knowledge systems of rural women agro-entrepreneurs in Tanzania and the role cellphones play within these networks. One objective was to develop cellphone-based applications to link small-scale farmers and other entrepreneurs with markets and enable them to utilize, strengthen and expand their networks. The study illustrated practical connections between social networks and cell phones in creating sustainable cooperative business models, providing market information and identifying entrepreneurial champions in developing communities. The study revealed that business relationships were based very strongly on trust and respect.      A symbiotic relationship exists between social and economic capitals. Social capital arises from the existence of trust in a society which, in turn, encourages cooperation in the generation of economic capital. In developing countries, most successful groups are based on trust and business cooperatives often fail due to mistrust and lack of transparency. Trust also plays a critical role in the diffusion of innovation because people prefer receiving information from trusted sources.      Program objectives:      1. Develop the WishVast cellphone-based social networking application to help build trust, optimize resource utilization and supply chains, connect people and expand their social networks, facilitate P2P trade and help people emerge from poverty.      2. Test the WishVast system in at least five different settings in East Africa and refine the system based on lessons learned.      3. Collaborate with cellphone companies, NGOs and government agencies to identify the best revenue model and organization to commercialize WishVast.",1005971,Invited Resubmit,5971-08,0017000001MBMSkAAP,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
Microbial Biosurfactants: Application in Microbially Enhanced Oil Recovery and Remediation of Hydrocarbon Pollution,50000,Microbial Biosurfactants: Application in Microbially Enhanced Oil Recovery and Remediation of Hydrocarbon Pollution,University of West Florida, ,2008-10-15,2008-10-20, , ,"Modern economies face two interrelated problems: 1) toxic and environmentally hazardous hydrophobic pollutants in sediments, soils and aquatic environments, and; 2) petrochemical industry demands (energy and feedstock) that are primarily satisfied by conventional harvest of petroleum hydrocarbons.       Remediation of petroleum-polluted environments is costly and technically difficult. Biosurfactants are microbially produced compounds with detergent and emulsification capabilities that can facilitate remediation by rendering such pollutants amenable to in situ biodegradation. Although similar to synthetic surfactants, biosurfactants are less toxic, and more biodegradable than synthetics, both attractive qualities for in situ remediation. This project will test biosurfactants and the microorganisms that produce them in scalable microcosms containing sediments and sands contaminated with a standard pollutant (weathered Alaska North Slope crude oil).      Established, environmentally friendly technologies such as microbially enhanced oil recovery (MEOR) also use microorganisms that produce biosurfactants in situ to recover petroleum from low-grade deposits within shale and sand. Recent advances in MEOR as well as higher demand for petroleum have made these technologies economically attractive. This project will test novel biosurfactants in microcosm test systems to validate success of MEOR technologies in sand and sediment matrices.       This project combines the experience of Peking University College of Engineering team-members with complementary expertise from the University of West Florida Center for Environmental Diagnostics and Bioremediation to develop technologies that address these global problems. We will cooperate with several world-class industrial corporations in Europe, China, USA and South America to rapidly advance these technologies to commercialization.",1005972,Not Accepted,5972-08,0017000001LSVL5AAP,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
Advanced Field and Laboratory Testing for a Sustainable Solar Sanitation System (Sanivation),38998,Advanced Field and Laboratory Testing for a Sustainable Solar Sanitation System (Sanivation),Georgia Institute of Technology-Main Campus,34333,2008-10-15,2008-10-20,2011-12-31,2009-01-31,"The Georgia Tech Research Institute in partnership with the Emory University Center for Global Safe Water have designed, built and tested an innovative solar sanitation system for use in developing countries. Field prototypes of the systems have been constructed in rural areas in Bolivia with a local foundation partner. An estimated 2.6 billion people lack access to basic sanitation according to the United Nations, leading to approximately 2 million deaths per year. Poor sanitation spreads diarrheal diseases and intestinal parasites, and in poor rural regions and urban slums open defecation often is the norm.  Shallow pit latrines and many ecological sanitation methods are ineffective for quickly destroying disease causing micro-organisms, are prone to flooding, contaminate shallow groundwater and surface water supplies, and are breeding sites for malaria carrying mosquitoes and disease carrying flies.      This system heats waste to temperatures in excess of 60 degrees Celsius (140 F), which destroys disease causing micro-organisms and bacteria.  Addition of lime or ash increases pH to promote microbial inactivation. The waste is rendered harmless for use as fertilizer within weeks.  The objectives of this research are to:      1. Conduct basic engineering and clinical research to further evaluate the field performance of initial prototype systems (temperature, pH and heating times needed for microbial inactivation)   2. Construct and field test advanced prototypes in Peru or Bolivia.   3. Establish micro-financing and NGO partners for rapid and scalable use of the technology.    ",1005977,Funded,5977-08,0017000001LSW2vAAH,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
Green Ventures Collaborative,50000,Green Ventures Collaborative,Fairleigh Dickinson University-Metropolitan Campus, ,2008-10-15,2008-10-21, , ,"The aim of this project is to develop, launch, sustain, and evaluate several ""green incubators"" to provide a model for assisting self-organizing community economic development in rural areas and developing nations. The design of the project will be based on my work developing the Sustainable Business Incubator program at Fairleigh Dickinson University over the past two years, and on an upcoming workshop in Hohenwald, Tennessee on ""Financial Permaculture"" that is designed to lay a foundation for fostering a regenerative business community. The course will ""explore creating forward looking sustainable businesses, money cycling, local investments, and optimizing the local natural and human resources to implement models of regenerative business and local sustainability."" This project will build on these principles and expand them to apply to other communities in the U.S. and in developing countries. It will involve students from FDU's Silberman College of Business (rated as one of the top entrepreneurship programs in the country) as well as faculty and associates from the University's Institute for Sustainable Enterprise. The University has a long-standing commitment to global citizenship education and a global faculty with contacts in many developing nations.      The ultimate goal of the project will be to establish self-sustaining green business support structures in each of several chosen pilot communities, to document the process, evaluate the strengths and weaknesses of the model, and provide information for subsequent self-organizing initiatives.",1005978,Not Accepted,5978-08,0017000001LSVJEAA5,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
"Mata de Palma, Dominican Republic:  Utilizing Innovative Technology to Improve Living Conditions of Surrounding Communities",50000,"Mata de Palma, Dominican Republic:  Utilizing Innovative Technology to Improve Living Conditions of Surrounding Communities",Baylor University, ,2008-10-16,2008-10-17, , ,"In the summer of 2009, a mobile mill will become operational in the Mata de Palma region of the Dominican Republic for use in converting sugar cane and sweet sorghum into bio-fuels.  The innovative technology employed in developing the mobile unit will allow the mill to be utilized in Mata de Palma from November 15 to June 1 when sugar cane is harvested and then moved to Guayubin from June 1 to November 15 when sweet sorghum is harvested.        The project has been developed by Concorcio Tecno DEAH (CTD), a for-profit company installing an ethanol production facility and other renewable energy systems to encourage sustainable development.  Omar Bros, a Dominican, is the CEO of CTD and also the founder and a board member of a non-profit organization named Dominican Foundation.  The mission of this foundation is to improve the living conditions of the people in the sugar cane and sweet sorghum agricultural areas of the Dominican Republic.  This project is the first step in Bros  vision to create bio-sustainable communities through the production of alternative fuels in the Dominican Republic.       Another party to the project is COOP Cana.  This is an organization of local farmers whose land will produce the sugar cane and sweet sorghum used in the production of ethanol.  It is anticipated that the profits from the mobile mill will elevate their level of living as well as that of the cutters.         ",1005984,Invited Resubmit,5984-08,0017000001LSVn4AAH,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
Active Knowledge for Transformative Education,48304,Active Knowledge for Transformative Education,Georgia Southwestern State University, ,2008-10-16,2008-10-20, , ,"We propose to build a system for the sustainable and extensible delivery of transformative education for the benefit of peoples living in poverty.  This system is a fusion of three program models and at least two technologies.  Thus, the system is innovative in its provision for social and technical cohesion, rather than for its promise of technological invention.    By  active knowledge  we are referring primarily to the system s reliance on Wiki technology and its ability to generate a very large pool of constantly expanding and shared information, contributed by experts, and delivered by multiple means.  By  transformative education  we mean providing information that is relevant to critical life needs and which has the power to change personal and social conditions for the better.  This information is to be transmitted in a pedagogically effective manner and thus the editing and vetting processes, explained in the proposal, are crucial to the success of the project.",1005986,Not Accepted,5986-08,0017000001LSW73AAH,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
"Sustainable and Cost Effective Solar Water Disinfection System for Agricultural Application in Rural, Developing, or Low Income Areas",50000,"Sustainable and Cost Effective Solar Water Disinfection System for Agricultural Application in Rural, Developing, or Low Income Areas",Manhattan College, ,2008-10-16,2008-10-21, , ,"Millions of people die every year from waterborne pathogens, and in the US, bacterial pollution is one of the primary culprits of water and food contamination.  We propose a cost-effective and innovative solar absorption-based heating technology for the disinfection of substandard irrigation waters with likely microbial contamination, such as gray water, runoff, contaminated surface waters, or partially treated municipal treatment plant effluents.  Our approach reduces considerably the net energy load per volume of disinfected water, thereby increasing the capacity of the system for a given solar absorption panel size.  The proposed system will be designed to suit the particular needs of rural communities in New York State and a developing nation that will be selected in partnership with governmental and non-profit organizations.     The objectives of the proposed project are to:   - Perform design and cost calculations for a system that relies on solar power for water disinfection   - Build a pilot scale prototype to test and optimize the technology proposed   - Conceive a business plan for the commercialization of the proposed technology   It is predicted that the project objectives will be successfully met, and that a future business enterprise will successfully ensue as a result of the project s achievements.         ",1005988,Not Accepted,5988-08,0017000001LSWAOAA5,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
Sustainable Village Offsets,50000,Sustainable Village Offsets,Arizona State University, ,2008-10-17,2008-10-22, , ,"ASU student organization the Sustainability Jedi (SJedi), a unit of the Global Institute of Sustainability, has developed a carbon offset program that promotes environmental conservation and economic development in rural sub-Saharan Africa villages.      SJedi will form a nonprofit organization and consulting firm to advise companies and individuals on ways to reduce their carbon footprint.  Additionally, those same companies and individuals can further reduce their carbon footprint by purchasing carbon  offsets  from this new company.      The Carbon Offsets are based on carbon savings produced in rural sub-Saharan African villages through tropical rainforest conservation and the use of alternative energy systems within the villages.      SJedi members and NGO partners work with rural villages in sub-Saharan Africa to construct eco-friendly villages with an emphasis on conserving old growth forests and tropical rainforests and then certifying the conserved areas as carbon sinks with and associated carbon trade value, or potential offset. A typical eco-village is outfitted with solar power to provide lighting and reduce the burning of the forest, decreasing the villages  carbon output and conserving the forest for the carbon offset mechanism.  Guarantee of revenue from offsets creates an asset base that enables micro-loans to purchase the solar panels.      SJedi then enters agreements with corporations and individuals to purchase these offsets in order to decrease their carbon footprint. Revenue from the purchase of these carbon credits goes back into the villages for investments into social and human capital and to meet development goals expressed in the Millennium Challenge and local governmental vision statements.   ",1005989,Not Accepted,5989-08,0017000001LSVsUAAX,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
"Sustainable Integrated Food Systems for Education, Local Development, Self-Reliance in Nicaragua:  A Multi-Use, Mini-Aquaponics System",50000,"Sustainable Integrated Food Systems for Education, Local Development, Self-Reliance in Nicaragua:  A Multi-Use, Mini-Aquaponics System",Arizona State University, ,2008-10-17,2008-10-21, , ,"Small scale aquaculture systems, either for subsistence level or local production have been in practice for centuries and accounts for a growing percentage of fish consumed, providing a stable source of protein intake for rural communities. Recent research in Asia supports that aquaculture has reduced poverty and narrows income inequalities in the Philippines. Aquaponics is a version of aquaculture which incorporates the cultivation of edible, green plants along with fish, in a self-contained, integrated eco-system, and is being developed increasingly developed as an alternative to the traditional fish farming of aquaculture which provides a wider balance of nutrients.      Arizona State University (ASU) and collaborators have successfully developed a self-contained, mini-aquaponic system as an educational vehicle used in middle and high schools, to show relevance, promote learning and stimulate student involvement. This proposal seeks to adapt this educational vehicle for application in Nicaragua, as: a) a unit that can be operated in a local school during the academic months, and b) a food-producing unit for families in the same area, that will sell for less than $100. The unit will be manufactured and sold by local entrepreneurs.      A major part of this effort is focused on transforming the present design so that it fits with the proposed environment and simplifying the design so that it is simple, easy to build and inexpensive, the factors that will make it truly sustainable. ASU will design and construct the prototype at a farm two miles from ASU.        ",1005991,Not Accepted,5991-08,0017000001LSVsUAAX,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
Water Harvesting and Landscape Restoration on the Navajo Reservation,49998,Water Harvesting and Landscape Restoration on the Navajo Reservation,Northern Arizona University, ,2008-10-17,2008-10-17, , ,"Abandoned impoundments behind earthen dams at canyon mouths along Navajo mesas will be converted into water harvesting sites. These sites will be revegetated, which will provide micro-economic opportunities for community members in the form of enhanced opportunity for traditional and new enterprises and the creation and sale of carbon credits. The earthen dams were constructed 80+ years ago to provide water impoundments for local use. Storage capacity behind the earthen dams has silted in. Surface waters are no longer available. Extended drought and climate change in the area has resulted in the abandonment and deterioration of these silted in sand dams. There are indications that they store unused water within the sands.   Specific Project Objectives:   * Water harvesting using lateral wells through the earthen dams   * Carbon sequestration from revegetated sites   *  Micro-economic development.   * Development and delivery of training modules to students from Engineers Without Borders (EWB) and potentially to members of tribes.      Additional benefits of this project include the reduction of floods in the areas downstream of the earthen dams and habitat restoration and enhancement. Flood threat reduction is projected through the stabilizing effects of tree roots, water uptake by the trees and the draining of the groundwater through the use of lateral wells. The enhanced habitat associated with these types of projects can positively impact community economic opportunities by harvesting of selected plant species, livestock foraging, and sale of carbon credits.   ",1005992,Not Accepted,5992-08,0017000001LSVtzAAH,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
Coconut Oil Microfranchise- Coast Coconut Farms,50000,Coconut Oil Microfranchise- Coast Coconut Farms,University of North Carolina at Chapel Hill, ,2008-10-17,2008-10-20, , ,"Started by The Pope Foundation in 2005, Coast Coconut Farms  mission is to provide:         sustainable employment     management education and      ownership opportunities       for the rural people of Kenya.  Currently operating one small coconut oil factory that employs 24 Kenyans and supports a 60 person farming co-op, Coast Coconut Farms (CCF) s long-term vision is to create thousands of sustainable livelihoods for the rural poor using microfranchise and Fair Trade principles.  Microfranchising is a system of creating successful business models, then scaling down such  businesses into turn-key, small (micro) businesses.  To that end, an inexpensive, self-contained coconut oil pressing system has been prototyped with engineers from Brigham Young University.  This innovative and sustainable process utilizes every possible piece of a coconut.  It is designed to be operated by a single household, not in a factory or on a plantation.   This system will be offered as a microfranchise to qualified residents of coconut-rich areas.  The equipment and training required for start-up would cost the borrower several hundred dollars (financed by Yehu Microfinance Trust) which could be repaid rapidly with the 400% projected increase in daily income generated by the use of this system.  NCIIA s $50,000 sustainable vision grant would catalyze the growth of this microfranchise initiative by financing the production and distribution of the first 40 coconut press microfranchises.  These funds would accelerate CCF s ability to begin to assist the estimated 20 million unemployed rural Kenyans to start these innovative and sustainable new ventures.         ",1005993,Not Accepted,5993-08,0017000001LSVovAAH,a2C39000002zYt8EAE,012390000009qIDAAY,The Lemelson Foundation
