NAME,AMOUNT_REQUESTED__C,PROPOSAL_NAME_LONG_VERSION__C,APPLYING_INSTITUTION_NAME__C,AWARD_AMOUNT__C,DATE_CREATED__C,DATE_SUBMITTED__C,GRANT_PERIOD_END__C,GRANT_PERIOD_START__C,PROJECT_DESCRIPTION_PROPOSAL_ABSTRACT__C,ZENN_ID__C,STATUS__C,EXTERNAL_PROPOSAL_ID__C,APPLYING_INSTITUTION__C,PROGRAM_COHORT__C,RECORDTYPEID,PROPOSAL_FUNDER__C
Recycled Residential Sump Pumps for Agricultural Irrigation in Developing Countries,50000,Recycled Residential Sump Pumps for Agricultural Irrigation in Developing Countries,University of Illinois at Urbana-Champaign, ,2010-10-08,2010-10-21, , ,"Hunger and poverty abound for millions of people living in developing countries.  In Africa, approximately 33% of the population suffers from malnutrition. The ability to effectively irrigate land is associated with higher farming yields and longer growing seasons leading to a reduction of hunger and poverty.   A world away, there are approximately 80 million US single family homes, many of which have sump pumps installed in their basements to remove water from the foundations.  These pumps have a high output capacity and an average life expectancy of five and fifteen years.   The most common source of failure is not with the actual pump but with the float switch or impeller.  We estimate that several hundred thousand sump pumps are sent to landfills annually.  Alternatively, these pumps can be refurbished and integrated into a solar powered 12 V battery irrigation system for use in developing countries.      The objectives of this project are:   1) To create a pump recycling program in the US thereby converting a waste stream into an agricultural asset.      2) To train and employ workers in developing countries to refurbish failed pumps and create an irrigation system using renewable energy for powering the system.      3) To empower subsistence farmers and small scale farming enterprises through low-cost irrigation equipment requiring less manual labor, producing more food, and improving quality of life.        Hundreds of millions of people in developing countries will remain trapped in poverty unless major changes are made to the way water is managed for agriculture,  World Water Forum.   ",1007982,Not Accepted,7982-10,0017000001LSW31AAH,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Empowering People of The Gambia to Obtain Clean Water with Improved Rope Pumps,36315,Empowering People of The Gambia to Obtain Clean Water with Improved Rope Pumps,Rowan University, ,2010-10-11,2010-10-15, , ,"Obtaining clean drinking water is a concern in non-industrialized parts of the world, such as in rural Gambia.  The proposed solution is to implement a rope pump design, which entails a simple technology that is easily understood by locals and relatively easy to maintain and repair.  Our innovative design calls for using discarded materials for pistons, which makes the design more cost-effective.  Washers will be replaced with ones from waste materials such as plastic bottle caps, which are relatively abundant from plastic liquid bottles in the region.  Plastic bottles and their caps can easily be collected in rural communities, thus reducing both material costs and harm to the environment by through waste reduction.  Rowan University has begun working with the NGO Concern Universal to introduce rope pumps to The Gambia and will work with the local people in the design process; train them how to install, operate and maintain the rope pumps, and disseminate to other parts of the region.     For this proposed project, our main objectives are to   - improve the rope pump design through piston modification, in order to lower capital and maintenance costs and simplify repair and maintenance, and   - empower the people of Gambia to take ownership of this project through consultation about the design and training local people how to operate, build, maintain and repair the pumps, which in turn will help ensure sustainability beyond the project period.   ",1007998,Not Accepted,7998-10,0017000001LSVorAAH,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Microeconomic Model for Promoting Entrepreneurial Development and Sustainable Agribusinesses in Rural Western Kenya,50000,Microeconomic Model for Promoting Entrepreneurial Development and Sustainable Agribusinesses in Rural Western Kenya,University of Hartford, ,2010-10-11,2010-10-15, , ,"The proposed initiative builds on an established partnership between US universities and Kenyan institutions to establish amaranth grain as a cash crop within rural communities in Western Kenya. Amaranth is drought and disease resistant, and has high nutrient and immunity properties. During fieldwork, our interdisciplinary group of student-faculty teams worked with farming collectives already introduced to the grain. The number of farms producing amaranth has grown from ten to over sixty during the past three years. However, many farmers struggle with development of farming techniques and an agribusiness approach. Through participatory meetings with collectives, we identified challenges to the adoption of amaranth:  Planting and harvesting is labor intensive, and irrigation is necessary during germination. Marketing of amaranth requires collective effort (for pricing and milling), increasing demand/awareness, and branding of product. To reduce poverty within these communities, our goal is to promote entrepreneurial development and sustainable agribusinesses based on principles of microeconomics. Our collaborative work with farming groups includes three objectives:        Co-develop methods and technology for improving production of amaranth including the design and piloting of an innovative mechanical seed planter, a human-powered thresher, and water harvesting techniques. We believe these products have the best opportunity for widespread commercialization.          Co-develop business and marketing practices to facilitate adoption of amaranth for both production/supply and consumption/demand. Create a model that is transferable to other agribusinesses.        Facilitate interdisciplinary faculty-student teams focused on co-developing solutions with farming cooperatives through project-based learning that includes both an academic component and fieldwork.",1008006,Not Accepted,8006-10,0017000001LSVv2AAH,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Development of Sustainable Technology for India,50000,Development of Sustainable Technology for India,Georgia Institute of Technology-Main Campus, ,2010-10-12,2010-10-15, , ,"Worldwide, pneumonia is one of the leading killers of children, accounting for nearly 30% of all deaths in children under the age of 5.  The pathogens causing pneumonia are difficult to identify because a high quality specimen from the lower lung is difficult to obtain.  A specimen collection device, named the PneumoniaCheck, was designed to use the properties of fluid dynamics to selectively and non-invasively collect aerosol specimens from the lower lung generated during deep coughing to aid in the diagnosis of specific pathogens causing pneumonia.  The device includes several specially designed features to exclude oral contaminants from the sample, and a filter to collect the aerosolized pathogens.    We propose the development of a rapid diagnostic assay for the PneumoniaCheck, so that a diagnosis is available within one visit to a clinic or hospital.  In addition, we will start an economically sustainable program in India that will manufacture and distribute the devices throughout the country.    Funding from NCIIA s Sustainable Vision Grant will be used to develop, prototype, and test the rapid diagnostic assay.  Additionally, research will be done on how to start the program and the process of technology development in India.    Our top three objectives for this project include:     Develop a Point of Care diagnostic assay for the PneumoniaCheck.     Test and manufacture the Point of Care diagnostic assay.     Research policies regarding starting a program in India.",1008016,Not Accepted,8016-10,0017000001LSW2vAAH,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Cameroon Agricultural Marketing and Processing Venture (CAMPVentures),50000,Cameroon Agricultural Marketing and Processing Venture (CAMPVentures),Northeastern University, ,2010-10-12,2010-10-18, , ,"Cameroon s North-West province, 1.73 million people (2009), is an area suffering from financial impoverishment (National Institute of Statistics, 2007). 90% are rural and depend on agriculture including livestock   making the province reliant on growing food-stuff and livestock, mostly for auto-consumption, though, with recent production increases, it serves local and sub-regional markets. Coffee production, a cash crop, continues to decline.      Though, a potential breadbasket of the nation, there are neither small-scale firms nor basic agro-industrial firms such as food processing plants to transform and preserve the numerous produce into finished consumer goods. As a result, the population imports finished products - causing further impoverishment.      We propose an agricultural processing and marketing initiative that:     Provides a platform for processing and supplying food-stuff to local and sub-regional markets, eventually expanding into international markets to meet the growing demand for tropical and organic food product and, applies ICT to establish an informational system on market conditions,     Enables producers to increase outputs and,     Exploits the opportunity for the US and food aid donors to purchase from local producers in meeting the needs within the continent targeted to receive their assistance.      A pioneering program among universities, Northeastern University in collaboration with local  counterparts, seek to lift impoverished communities through working with their common initiative groups (CIGs), by increasing their access to capacity building training, expertise and export markets, through students and faculty and to create a model for academic-based poverty alleviation that others will emulate across continents.      ",1008032,Not Accepted,8032-10,0017000001LSVtXAAX,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Interlocking Compressed Earth Block (ICEB) Walls:  A Low-Cost Housing System Using Indigenous Materials,47686,Interlocking Compressed Earth Block (ICEB) Walls:  A Low-Cost Housing System Using Indigenous Materials,California Polytechnic State University-San Luis Obispo, ,2010-10-12,2010-10-14, , ,"The need for affordable housing in developing countries is huge, and development of an appropriate low-cost housing system is imperative. In partnership with the Center for Vocational Building Technology (CVBT) in Thailand, this research team from the California Polytechnic State University proposes to develop seismically sound structural designs for houses using interlocking compressed earth blocks (ICEBs). Through experimental and analytical work, this research will improve necessary designs and details of ICEB walls and will culminate in a construction manual and expand the range of applicability of ICEBs for housing construction. The ICEB wall system is a low-cost construction form that employs local workers and is environmentally sustainable in that the primary constituent is indigenous material (soil). Producing ICEBs and constructing buildings with them do not require skilled labor. CVBT s business model has been in place for nearly 20 years and is a combination of a revolving fund and income from training and sales of equipment and supplies. CVBT will use sales from ICEB presses and training courses for sustained financial support. The proposed work is expected to achieve the following objectives:       &#61607; Improve the life quality for people living in poverty by promoting a method for affordable housing construction.    &#61607; Enhance the economic, social, and environmental sustainability of developing countries by connecting the proposed housing system to creating local jobs for the indigenous population, improving life quality, and building a clean energy economy.   &#61607; Mitigate the catastrophic outcome of earthquakes by making houses constructed of ICEBs more earthquake-resistant.   ",1008035,Not Accepted,8035-10,0017000001LSVoGAAX,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Philadelphia University Mobile Clinic,50000,Philadelphia University Mobile Clinic,Philadelphia University, ,2010-10-12,2010-10-14, , ,"The Germantown and East Falls area is under served when it comes to health care. It is the only area without an affiliate within the Philadelphia hospital system. This leaves many residents of the area without adequate care. There are also many problems with the limited services that are available to them. Germantown currently has more than 70,000 unemployed citizens that can t afford the care they need. Disabled and elderly citizens have a hard time getting to the doctor s offices or hospitals nearby due to the area s geography. Because of these reasons far too many people go untreated.  When trying to correct this problem, we need to take into consideration the availability of transportation, affordability of care, and convenience.    Currently a number of hospitals own and operate mobile health care units for their surrounding areas, but none in the Germantown or East Falls area.  These vehicles are great at providing health care to the less fortunate but still have a problem of being overly generalized.  Since every area is different when it comes to its citizens  needs, the vehicle must be specialized for the area. We are going to develop a mobile health care unit in the East Falls and Germantown area that could greatly benefit the health of under privileged citizens.      -It will travel into the areas where the people that need care are.   -Provide care to those who would otherwise be able to obtain care.   -Create a teaching and learning location for Physician's Assistant students.",1008040,Not Accepted,8040-10,0017000001LSVvUAAX,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
"University of Minnesota Acara Summer Institute (UMN-ASI), India",50000,"University of Minnesota Acara Summer Institute (UMN-ASI), India",University of Minnesota-Twin Cities, ,2010-10-13,2010-10-15, , ,"The Acara program at the University of Minnesota was established in 2009 to provide students with opportunities to explore the concepts of social business and create actual social businesses.  Our mission is to launch viable businesses, using the best practices that have succeeded in corporate and startup environments.       Acara has engaged over 300 students and 20 Universities in the U.S. and abroad in experiential programs since its inception only two years ago.      Building on the success of the 2010 Acara Summer Institute, which was supported in part by NCIIA, Acara is seeking funding to support the deployment of the Acara Summer Institute-India in 2011 (hereafter,  Institute ). The Institute would incorporate lessons learned over the past two years to enhance the likelihood of successful launch of student generated social businesses. The Institute would provide additional experience for teams of U.S. and Indian students who have participated in the Acara Challenge; activities will include including mentoring throughout the business planning process, classroom-based training on business planning, and hands-on field work for students to gather data and validate their assumptions. We anticipate having approximately 30 students each year, with the goal of three-five successful business launches per year.      UMN will be working with TERI University in New Delhi. TERI will be hosting the classroom parts of the Summer Institute. UMN will send two people to India to conduct the Institute, which is tentatively scheduled for June of each year. The Institute consists of time in the field and time in the classroom.   ",1008047,Not Accepted,8047-10,0017000001MBMFoAAP,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Producing sustainable biofuel for electricity generation in a Honduras coffee processing center,50000,Producing sustainable biofuel for electricity generation in a Honduras coffee processing center,University of Massachusetts-Lowell, ,2010-10-13,2010-10-15, , ,"This project will permit students and faculty to engage in collaborative research while providing technical support to a farmer-owned enterprise (Biocombustibles de Yoro S.A.) producing biofuel for local market in generating electricity for the first of its kind, off-grid, coffee processing center in Honduras. Biocombustibles de Yoro has asked for assistance in the following areas in the production of oil from the Jatropha Curcas tree:     Recommend ways to increase efficiency of the oil extraction process     Design quality control program with appropriate laboratory equipment      Recommend alternative crop methods to increase yields and reduce pest problems, such as Integrated Open Canopy (IOC) or Mixed Productive Canopy Systems   The Fair Trade coffee cooperative, COMISUYL, will become the first industrial consumer of Jatropha oil produced by the neighboring producers of Biocombustibles de Yoro to supply biofuel. The biofuel will allow for the generation of electricity in a modified generator set designed to run on Jatropha oil. An alliance of coffee companies are introducing the coffee that is processed by Cooperative COMISUYL with renewable energy technology as Café Solar® branded coffee. The two enterprises will provide revenues for over 300 families and serve as a new model for sustainable coffee production.    ",1008049,Not Accepted,8049-10,0017000001LSW2YAAX,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Floating Emergency and Operating Center  (FEOC),50000,Floating Emergency and Operating Center  (FEOC),Mercer University, ,2010-10-13,2010-10-19, , ,"Quality health care service is scarce in river areas like communities surrounding Phung-Hiep and Thi Xa Nga Bay, South Vietnam where the population is about 271,113.  Patients have to take about 8-28 hours by motor boat to get to a closest clinic (Phung-Hiep Clinic).   It is a very small clinic operated by one staff, one physician, and three physician assistants.  There are no operating rooms and no advanced equipment for emergency medicine. Last year the survival rate of patients from this area was 33.7% after they were transported to local hospitals in CanTho.  The survival rate could be a lot higher if there is an advanced emergency center closer to the local community.   To provide quality health care to these areas, our team is developing  E-Med Pre-Diagnostic Software , which will be incorporated into cell phones for patients in these rural areas to make their own prediagnosis. This information will be sent to ""Floating Emergency and Operating Center (FEOC)"", where the FEOC physicians and nurses will respond with a text message or a call regarding treatment and or ask patients to rush to the FEOC for emergency care.       This proposal requests funding from NCIIA for setting up the FEOC which includes equipments, material and supplies, travel expenses for the team, and software development).      CanTho Charitable organization promised to provide funding for renting a boat for first six months.       Three Vietnamese angel investors would like to invest for developing more FEOCs after six month operation of the first FEOC        ",1008060,Not Accepted,8060-10,0017000001LSVzxAAH,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Program in Entrepreneurship and Economic Development,49992,Sustainable Program in Entrepreneurship and Economic Development,Illinois Institute of Technology, ,2010-10-14,2010-10-15, , ,"Sustainable Program in Entrepreneurship and Economic Development (SPEED) is a new paradigm for youth education. SPEED recognizes that the future of small towns is in the hands of today s youth. A town s longevity and vitality, and the survival of its culture and values, are determined by its ability to educate a new generation of young leaders who believe in their community s future and who are willing to shape it with innovative ideas and entrepreneurial spirit. SPEED is centered on the belief that providing young people with an outstanding education in that allows them to reach their highest potential is important for individuals and their community alike. The specific goals of the project are : developing an entrepreneurial mindset in high school students, developing basic entrepreneurial skills, encouraging students to think innovatively, allowing students to actively participate in their community through community initiative development and business planning,  providing students with an entrepreneurial experience that will set them apart in the college application process, encouraging students to consider the career path of entrepreneurship, building networks and partnerships among the  New Talent  and the existing businesses/industry, providing local solutions to local problems, with eye on the future, and corporate and community partner participation and sponsorship of projects.",1008071,Not Accepted,8071-10,0017000001LSWAZAA5,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Pipeline Inspection Gauge for Pressurized Water Reactors,10000,Pipeline Inspection Gauge for Pressurized Water Reactors,University of Michigan-Ann Arbor, ,2010-10-15,2010-10-15, , ,"Our group is prototyping a novel design for a pipeline inspection gauge (PIG) for pressurized water reactors in steam turbine power plants.  The PIG will be able to operate in situ in a pipe diameter of 0.75 inches, temperatures reaching 600C, and pressures from 17 MPa to 30 MPa.  The intended prototype will offer an autonomous and timely solution for maintaining the aging pipe infrastructure that is responsible for 80% of world s power.  By developing this technology, power plants will no longer have to shut down for yearly pipeline disassembly and inspection.     Decrease (time) expenditure devoted to scheduled maintenances and cost incurred by equipment failure.     Offer a scalable solution to monitor an aging infrastructure responsible for the majority of     Reduce the cost of electricity and thus making it more accessible for consumers.   ",1008075,Not Accepted,8075-10,0017000001LSVpTAAX,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Vivodec,50000,Vivodec,Colorado State University, ,2010-10-15,2010-10-18, , ,"Vivodec intends to provide increased income opportunities to poverty stricken weavers of Guatemala, while increasing the likelihood of protecting vulnerable families from suffering the economic and health effects of contracting dengue, a neglected tropical disease transmitted through mosquitos.  Vivodec will become a home accents manufacturer, beginning with decorative pillows that incorporate hand woven textiles into its designs, with social cause marketing built around a one-for-one business model.  For every decorative pillow sold, Vivodec will provide a long-lasting insecticide treated curtain to hang in a Guatemalan home in collaboration with Rotary International.  Vivodec s top three objectives are to:   1. Decrease the incidence of dengue in impoverished communities.   2. Provide increased income opportunities to Mayan weavers.     3. Expand awareness about the causes and effects of dengue, such as debility, missed educational opportunities, and decreased income.    Annually, there are 100 million cases of dengue in developing countries with tropical climates. Vivodec concentrated efforts in Guatemala because cases tripled from 2008-2009 despite Rotary efforts in a four-year dengue prevention campaign.  Over 50% of these cases have been Dengue Hemorrhagic Fever (DHF), the deadlies of the four types of dengue.  Lastly, the current year witnessed a shocking increase in malaria.  Scientific evidence supports that one way to lower mosquito transmitted diseases is through the use of insecticide treated materials in bednets or more recently, curtains.  Lowering dengue in Guatemala is priority, but Vivodec hopes to add value and expand its impact by selling products incorporating heirloom quality masterpieces created by this country s talented weavers.     ",1008076,Not Accepted,8076-10,0017000001LSVvwAAH,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Electricity and Human Development,47920,Electricity and Human Development,University of Michigan-Ann Arbor, ,2010-10-15,2010-10-18, , ,"Since 2007, Empower Design has been working alongside Ugandan universities, technical institutes, and associations to co-design and implement sustainable electricity generating devices from local parts with local professionals. In countries such as Uganda, the availability of electricity is scarce. When electricity is attainable it is unreliable and overpriced. Given the tough economic situations in Uganda, the electricity crises are essential to alleviate. As a result, Empower Design strives to empower self-sufficient electricity generating devices. The goal is not to give these devices to people designed by outsiders, but rather empower them to co-design specific solutions for human development. Bicycle generators, steam generators, water wheels, wind turbines, merry-go-round generators, and hand cranked surgical lamps are all being co-designed within a reciprocal collaboration. Solar panels have only 5-10 percent efficiency compared to 10-40 percent efficiency Empower Design's devices have achieved. These devices are very cost effective and being marketed by business professors and entrepreneur collaborators. In this seventh month sustainable vision project, we will complete three steps. First, we will model the co-design devices in the US while our colleagues in Uganda test the devices for publication in top tier engineering design journals. Second, we will document the market analysis for hospitals, schools, businesses, and domestic users  capital and operational costs of our devices as well as incorporate customer feedback into our new prototypes. Third, we will begin to take this program to the north of Uganda in Gulu. With these three steps, we will harness the potential of building microgrids.",1008079,Not Accepted,8079-10,0017000001LSVpTAAX,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Lightweight Structural Building Materials,25000,Sustainable Lightweight Structural Building Materials,New York University, ,2010-10-15,2010-10-16, , ,"This project focuses on the development of advanced light weight/cellular cement based composites for use as permanent, low-cost, and green housing materials. The proposed material derives sustainability from its high thermal insulation properties, and its requirements for less material for construction. The cellular concrete is engineered with a large network of air cell structure, while the composite action is obtained by addition of fine sand or other natural fibers, both serving as  toughening  mechanisms. We have shown that the materials perform superbly for building in earthquake prone areas and can be customized for locally available supplied materials. The scope of work includes the evaluation of the various toughening mechanism, and tailoring recipes according to what is geographically available. A worldwide GIS of the availability of materials will also be developed to address how this technology can be applied in areas of the developing world.",1008081,Not Accepted,8081-10,0017000001LSW0JAAX,a2C39000002zYt9EAE,01239000000Ap02AAC,The Lemelson Foundation
