NAME,AMOUNT_REQUESTED__C,PROPOSAL_NAME_LONG_VERSION__C,APPLYING_INSTITUTION_NAME__C,AWARD_AMOUNT__C,DATE_CREATED__C,DATE_SUBMITTED__C,GRANT_PERIOD_END__C,GRANT_PERIOD_START__C,PROJECT_DESCRIPTION_PROPOSAL_ABSTRACT__C,ZENN_ID__C,STATUS__C,EXTERNAL_PROPOSAL_ID__C,APPLYING_INSTITUTION__C,PROGRAM_COHORT__C,RECORDTYPEID,PROPOSAL_FUNDER__C
Converting Coconuts into Value-Added Products: Technology & Franchising,49581,Converting Coconuts into Value-Added Products: Technology & Franchising,Baylor University, ,2006-10-26,2006-10-27, , ,"A previous NCIIA E-Team Grant has allowed us to develop technology to convert coconuts into bio-diesel for rural electrification, particle board for housing, cooking fuel and other marketable products. These technologies should allow coconuts that are now valued at ~$0.05 each around the world to be processed into a family of products worth about $0.50 per coconut, for a ten fold increase in value. We seek a Sustainable Vision Grant to do a village level  proof-of-concept  project based on this technology in KarKar, Papua New Guinea. We will also explore the new and rapidly growing market for  extra virgin coconut oil  for human consumption, which may be an even more attractive option than products we now envision.     This  proof-of-concept  project should generate sufficient cash flow to return capital in less than three years. If sufficient cash flow can be generated, then a franchise based business will subsequently be developed to deploy this technology around the world in rural villages where coconuts are an abundant, renewable resource, creating jobs and enhancing quality of life. This  proof-of-concept  project will also give some much needed experience in how to work collaboratively with rural villages and suggest the best way to financially structure the proposed franchises. It will also help us to identify as many ways as possible to add value to the franchises with simple business systems (marketing, account, management, etc.) as well as technology.  World Bank loans and/or private financing will be used to finance these franchises in a subsequent project.           ",1003874,Not Accepted,3874-06,0017000001LSVn4AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Lassonde New Venture Development Center Social Entrepreneurship,50000,Lassonde New Venture Development Center Social Entrepreneurship,University of Utah, ,2006-10-26,2006-10-27, , ,"The Lassonde New Venture Development Center s mission is to provide students a unique educational experience in new business development while assisting researchers at the University of Utah with breakthrough technologies determine the commercialization potential of those ideas. The Center s aim is not only to use university technologies for education, but also to use the educational process to add value to a potential high tech company.  Over the last four years, students at the Center have assisted in commercializing over thirteen technologies through startup ventures and licensing. Building on its success, the Center is in the process of extending its technology pipeline by creating innovation clusters and facilitating cross-campus collaboration. The Center is creating a royalty flow structure that produces a source of funding sustainable for growth. In addition, the Center is expanding its programs to include a Social Entrepreneur track to commercialize more life changing technologies and develop social entrepreneurs.",1003875,Final Review,3875-06,0017000001LSVnoAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Supporting the Afghanistan Compact: A Business School Partnership to Promote Sustainable Economic Development in Afghanistan through Small Business Development and Entrepreneurial Initiatives,47500,Supporting the Afghanistan Compact: A Business School Partnership to Promote Sustainable Economic Development in Afghanistan through Small Business Development and Entrepreneurial Initiatives,Clarkson University, ,2006-10-26,2006-10-30, , ,"Development in Afghanistan in the last two years has been directed by the Afghanistan Compact, signed in London in January 2006, and an iANDS (interim Afghanistan National Development Strategy). The former contains nearly 50 time-bound benchmarks within three critical and interdependent pillars of activity including security, governance, rule of law and human rights, and economic and social development. The Compact commits Afghanistan  to a realization of the shared vision of the future; and the international community, in turn, commits itself  to provide the resources and support to realize that vision.        Through its nationally-ranked program in Innovation and Entrepreneurship, and in cooperation with federal agencies and international stakeholders, Clarkson University will lead a partnership of 50-100 renowned Business Schools throughout the U.S. to serve as catalysts in harnessing private sector support and investment in enterprise creation in the five major provincial centers in Afghanistan. In addition, this partnership will collectively draw on faculty research and innovation by specialty area within each university to define and develop transferable and replicable models for sustainable technology-enhanced entrepreneurship to benefit citizens and communities of Afghanistan and realize economic growth in support of the Afghanistan Compact.   ",1003879,Not Accepted,3879-06,0017000001LSVs3AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Developing Outreach Materials on Sustainability,30582,Developing Outreach Materials on Sustainability,Rowan University, ,2006-10-26,2006-10-27, , ,"The Youth Council on Sustainable Science and Technology (YCOSST) was formed through a partnership between IFS and SustainUS. Its mission is to foster awareness of the science and technology of sustainability in faculty, students and the general public. YCOSST wants to expand the scope of information on its website and has identified two major tasks that are well suited for undergraduate engineering student projects creation of a searchable database on sustainable technology and development of educational materials for K-12 outreach. Support is requested for these tasks to be completed at Rowan University through the Engineering Clinic, and at Louisiana State University through senior thesis projects. The database will be housed on the YCOSST web site and will be a forum for industrial, government and academic researchers to share recent and ongoing findings as well as published results. The educational materials will be piloted through local high school partners of Rowan and LSU and then disseminated widely through AIChE s existing outreach network.",1003880,Not Accepted,3880-06,0017000001LSVorAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Solar Water Purification Bottles Microenterprise For Developing Countries,40425,Solar Water Purification Bottles Microenterprise For Developing Countries,University of Massachusetts-Lowell, ,2006-10-26,2006-10-27, , ,"Worldwide, an estimated 1 billion people do not have access to safe drinking water.  The approach of placing water in a PET bottle in the sunlight has been shown to be effective in killing bacteria (SODIS, 2002).  Recently, the use of TiO2 (Titania) as a photocatalyst has shown promising lab results in destroying not only bacteria but also other harmful substances such as arsenic and herbicides (Litter et al., 2005).  The main idea is the use of recycled plastic bottles coated with TiO2 that can purify the water when they are exposed to sunlight for just a few hours and then store the water.  A recent breakthrough is that the bottles can be coated at room temperature by adding acid to the Titania emulsion (Meichtry et al., 2005).  Our own mathematical modeling and experimental work in bringing the technology from the lab to the field has shown that the coating process is relatively simple to do in remote areas and is effective with bacteria, arsenic, and a pesticide and that a simple dye pill will enable the user to determine completion of the process through color change, even under variable weather conditions.  The proposed project would be to continue to refine needed outdoor exposure for other harmful compounds alone and in the presence of each other; and to develop an enterprise to deliver this system of drinking water purification as a sustainable model in the Peruvian Andes where we have started other microenterprises and community-based systems in 33 villages.               ",1003882,Not Accepted,3882-06,0017000001LSW2YAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Tanzanian Solar Oven Manufacturing: An Entrepreneurial Initiative,49875,Tanzanian Solar Oven Manufacturing: An Entrepreneurial Initiative,Michigan State University, ,2006-10-26,2006-10-27, , ,"MSU has created an alliance with a Michigan non-profit corporation called Solar Circle (SC), to launch an embryonic industry in Ndanda, Tanzania that will permit the local people to manufacture a new generation of low-cost thermally-efficient solar ovens. These ovens will not only permit families in this tropical country to cook with abundant solar energy, but as a consequence, several endemic far-reaching societal problems will be ameliorated.   In 2005, SC delivered a gift of several dozen American-made ovens to communities in southern Tanzania.  Families used them, liked them, and wanted more.  However, instead of asking for more ovens, they asked for assistance in learning how to build them.  These inquisitive people traditionally rely on the burning of wood to provide heat for cooking, consequently forests are disappearing, ecosystems are being changed, smoke-related diseases are the second leading cause of death, children fail to develop properly, and nutritious meals are seldom prepared.  Fortunately, solar ovens are a solution to these diverse ubiquitous societal problems.   ",1003883,Not Accepted,3883-06,0017000001LSVvMAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable vehicle for Ghana,49560,Sustainable vehicle for Ghana,Brown University, ,2006-10-26,2006-10-27, , ,"This proposal is written to facilitate the collaboration of students and faculty from Ashesi University (Ghana), Brown University, and the Rhode Island School of Design on a vehicle design project.  The project asks the question: Can we design a small, safe, simple, efficient, appealing, sustainable, context-specific vehicle?  Posed as such, the question reveals a complex problem with significant social, cultural, economic, and technical aspects.  Through independent research, studio work, prototype development and field testing, the team will build interactive working relationships to create and test answers to the question.",1003885,Final Review,3885-06,0017000001LSVvIAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Entrepreneurs Without Borders,49350,Entrepreneurs Without Borders,Rowan University, ,2006-10-26,2006-10-27, , ,"The proposed program, Entrepreneurs without Borders seeks to establish entrepreneurship opportunities for the developing world. This will be done through student teams comprising both engineering and business majors at Rowan University. The engineering and business students will perform a survey of local communities in the developing world, identified as having a need for engineering skills by Engineers without Borders. During this initial survey, the students will identify local entrepreneurial opportunities that require redesign or development of a device that will enhance the quality of life of the local area. The students will then work on redesigning or development of the device using local materials and input from the local community utilizing funding from the Rowan University Venture Capital Fund. The business students on the team will perform a business feasibility analysis and present the plan to the community, which can then develop these devices for the local or wider region.",1003887,Not Accepted,3887-06,0017000001LSVorAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Implementing Agro-Industrial Sustainable Development with Solar Technology,50000,Implementing Agro-Industrial Sustainable Development with Solar Technology,University of Massachusetts-Lowell, ,2006-10-26,2006-10-30, , ,"We propose Implementing Agro-industrial Sustainable Development with Solar Technology in which we draw on fifteen years of existing collaborative relationships of technology transfer between the Mesoamerican Development Institute (MDI), a non profit working in partnership with the University of Massachusetts Lowell (UML) and coffee cooperatives in Costa Rica and Honduras, to increase sustainability and competitiveness for the coffee sector in rural Mesoamerica.  The emphasis of the proposed program is to remove barriers for implementation of sustainable technologies, provide methodologies and transfer of technology programs supported through trainings and assessed through specific development of a composite sustainability model and index The main objective is to bring academic and research expertise to real world development in ways that apply technology entrepreneurship to address poverty and environmental degradation.  Beneficiaries of the technology will be engaged in trainings to support innovative technology transfers that will be linked with regional to global entrepreneurial opportunities.",1003895,Not Accepted,3895-06,0017000001LSW2YAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Science and education-based partnerships creating economic incentives for biodiversity conservation in the Caribbean,50000,Science and education-based partnerships creating economic incentives for biodiversity conservation in the Caribbean,University of Illinois at Urbana-Champaign, ,2006-10-26,2006-10-27, , ,"This proposal builds on established partnerships between investigators at the University of Illinois at Urbana-Champaign (UIUC), Rutgers University, and the Instituto de Inovaci&#61532;n en Biotecnología e Industria (IIBI) in Santo Domingo, Dominican Republic.  Our collaborative venture streamlines development and commercialization of novel health-protective, standardized natural pharmaceuticals from root-derived extracts of indigenous Dominican species.  Unique complexes of stress-induced molecules accumulate in these plants, and have evolved to produce a breadth of versatile bioactive properties relevant to human health and longevity. Both the composition of phytochemical mixtures and the characteristic potentiating interactions between individual chemical components are strongly conditioned by the unique ecosystem pressures which surround the source plants.  Initial target plants have been selected as prime ethnobotanical leads based on recent bioactivity screening, and local historical use (as anti-inflammatory, chemopreventive, or antimicrobial compounds).  Our team will also conduct on-site bioexploration, using an innovative  screens to nature  (S-T-N) approach,  field-deployable pharmacological screens, and on-site field training of partnering scientists from the Dominican Republic to develop further new leads from the rich biodiversity available on Hispaniola island.   The sequence of research strategies, using expertise from each of the collaborating institutions, will validate the biological efficacy of the phytochemical extracts, identify the bioactive molecules, effective concentrations, and interactions between natural components responsible for the benefits, and explore the biological mechanisms that underlie the unique properties, paving the way for full commercial viability of the products, unqualified acceptance by practitioners, and development of a niche market opportunity for Dominican farmers and industry producers.",1003896,Final Review,3896-06,0017000001LSW31AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Deep Well Cooling in Southeast Florida,39969,Deep Well Cooling in Southeast Florida,Lehigh University, ,2006-10-26,2006-10-27, , ,"As population expansion and economic growth drive the need for energy, demands for underground water supplies for cooling that reduce dependence on electricity generation will increase. Consequently, conducting research to evaluate and develop cost-effective approaches to using nontraditional sources for cooling is underway. Utilizing underground water for cooling is cost-effective, dependable and thermally stable on a seasonal basis. Our work will evaluate the technical and economic feasibility of using underground water in Southeast Florida for cooling applications. Because operating costs of a ground water cooling system are significantly lower than traditional systems, we anticipate their potential to replace traditional cooling systems. Considering the capital and operational cost, payback time is just a few years or less. Therefore, the cost savings with deep well cooling will be impressive. By equipping large buildings with cooling systems that are less energy reliant, building owners will experience a significant decrease in energy spending.",1003897,Not Accepted,3897-06,0017000001LSVoHAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Creating Sustainable Rural and Tribal Economic Development Using Forest-Restoration Technologies:  An Entrepreneurial Approach,50000,Creating Sustainable Rural and Tribal Economic Development Using Forest-Restoration Technologies:  An Entrepreneurial Approach,New Mexico State University-Main Campus, ,2006-10-26,2006-10-27, , ,"The depletion of old-growth forests and the destruction of sensitive ecological areas has created a significant contraction of forest-based economic activity and substantial hardship to rural and tribal communities.  This project seeks to diffuse a recently developed, proprietary technology that utilizes low-value timber to create entrepreneurial activity based on sustainable forestry practices in tribal and rural forest-adjacent communities.  The Centerline System technology we seek to diffuse creates a high-value timber product from currently unusable small-diameter forest products. This sustainable business model will create economic opportunity while improving ecological values. This project will fund the start up of a new enterprise in a tribal area and creates a business template that can be expanded to other areas and markets; this is especially important in New Mexico where there are 19 Pueblo and 3 non-Pueblo Native American Tribes.",1003901,Not Accepted,3901-06,0017000001MBMKFAA5,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
THE FOUR DIRECTIONS: NATIVE AMERICAN SUSTAINABLE ENTREPRENEURSHIP,50000,THE FOUR DIRECTIONS: NATIVE AMERICAN SUSTAINABLE ENTREPRENEURSHIP,Arizona State University at the Tempe Campus, ,2006-10-26,2006-10-27, , ,"This project will develop and deliver an approach to sustainability and entrepreneurship that is appropriate to American Indian cultures. American Indian tribes have been closed systems that are dependent on the Federal Government. Tribal leaders wish to change this through the practice of innovation and entrepreneurship, but must overcome cultural, systemic and historical factors and inertia. This project will build upon work done under an earlier NCIIA grant that developed a Sustainable Entrepreneurship course.  On a separate project with ASU Technopolis, the Principal Investigator worked with the Navajo Nation to teach a pilot entrepreneurship program to a business unit team. The project resulted in a business plan for a new entrepreneurial unit, as well as proposed extensions to the Sustainable Development framework that aligns with Navajo culture. This project will extend that framework into a more general one that is appropriate to many Native American tribes.  It will then incorporate the model into the ASU Technopolis Sustainable Entrepreneurship course. The result will be a formal model of Native American Sustainable Development called The Four Directions and a class that teaches this model within the context of Sustainable Entrepreneurship. The NCIIA Sustainable Vision Grant will enable the further development of the framework and the class, as well as the delivery of the class and evaluation of its effectiveness. The intention is to increase sustainability and entrepreneurial practices in Native American cultures through education and advocacy, thus reducing dependence and enabling new economic, environmental, social and cultural benefits for American Indian tribes.",1003902,Final Review,3902-06, ,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Integrated Solutions to Recycling, Clean Water and Job Creation in Underdeveloped Countries",31310,"Integrated Solutions to Recycling, Clean Water and Job Creation in Underdeveloped Countries",Alfred University, ,2006-10-26,2006-10-27, , ,"Our working hypothesis is that simple, effective, water treatment systems can be produced by local workers using a wide variety of local waste/recyclate materials.",1003903,Final Review,3903-06,0017000001LSW1eAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Clog Dancing is Fun for the Whole Family!!!,49999,Clog Dancing is Fun for the Whole Family!!!,Der Weiner Schnitzel Institute of Technology, ,2006-10-26,2006-10-26, , ,Need I really say more???,1003904,Not Accepted,3904-06, ,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Micro-Enterprise Development and Management,47990,Sustainable Micro-Enterprise Development and Management,Ithaca College,40415,2006-10-26,2006-10-27,2008-03-01,2006-10-01,"The proposed Ithaca College (IC) project will bring a multi-disciplinary graduate and undergraduate student team to Ecuador to consult on sustainable micro-enterprise development and management. Our primary partner is Fundación Maquipucuna (FM), an Ecuadorian NGO with 18 years of experience in cloud-forest preservation and sustainable community development. Micro-enterprise activities will include the development of sustainably produced products targeted at the eco-tourist market in Ecuador and products used to support the eco-tourism industry. These village-based businesses, built upon local need and with appropriate technology, will achieve sustainable economic development in Ecuador and provide experience in sustainability thinking for the IC community. Products will be branded as part of the eco-label being developed by FM. Revenues and other  capitals  generated through these enterprises will strengthen FM s infrastructure and support its work to reduce poverty in the surrounding villages and increase support for its conservation efforts.",1003913,Funded,3913-06,0017000001LSW1FAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
UNC Business Accelerator for Sustainable Enterprises (BASE),37714,UNC Business Accelerator for Sustainable Enterprises (BASE),University of North Carolina at Chapel Hill, ,2006-10-27,2006-10-27, , ,"The UNC Business Accelerator for Sustainable Enterprises (BASE) is an innovative program that will simultaneously educate students and support the growth of new sustainable businesses. At BASE, entrepreneurs with environmental and/or social objectives as central to their core business will find startup assistance, fundraising support, educational resources, and a network of like-minded entrepreneurs and investors. The University of North Carolina, recognized for its world-class programs in entrepreneurship and sustainable enterprise, will provide faculty and student support to these entrepreneurs. By working with these businesses on projects and internships, UNC students will gain real-world learning in entrepreneurship, technology commercialization, and sustainable enterprise. This would be the first incubator to focus on ventures meeting both social and environmental objectives, and is directly aligned with NCIIA s goal of assisting in commercializing technology for the benefit of society and the environment. This proposal seeks funding for the Phase I launch of the BASE program.",1003914,Final Review,3914-06,0017000001LSVovAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Appropriate Technology, Entrepreneurship, and International Education",32550,"Appropriate Technology, Entrepreneurship, and International Education",Brown University, ,2006-10-27,2006-10-27, , ,"We are proposing a program with three components, modification of an existing course for the purpose of preparing students to work on appropriate technology projects overseas, involvement of students in academic work and an appropriate technology project in a less industrialized nation, and guided preparation of a business plan based on the project by the student after her/his return.  The project will be chosen with significant attention to environmental sustainability.",1003917,Not Accepted,3917-06,0017000001LSVvIAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Producing Bio-fuel from Water Purification Waste,50000,Producing Bio-fuel from Water Purification Waste,University of Central Florida, ,2006-10-27,2006-11-03, , ,"This proposal describes a partnership between a water purification company, a public utility, and a public university that seeks to integrate two emerging environmental technologies   algae-based water purification and bio-fuel.        Aquafiber is a water purification company with over 20 patents for its innovative use of algae to clean water 1000 times more effectively than other natural methods.  This process produces a significant amount of bio-waste currently given away as fertilizer.    Aquafiber s technology has been thoroughly tested over several years and is now being marketed.       Preliminary analysis and prototyping by Aquafiber suggests that their algae waste can produce diesel or ethanol fuel several times more efficiently per acre harvest than currently popular sources of bio-fuel (e.g., corn, sugar cane).  Consequently, Aquafiber approached OUC, Orlando s electric and water utility, and UCF to investigate designing micro-processing plants that could convert algae to fuel with minimal infrastructure costs.      Overall, this proposal seeks to use dirty water as a source of renewable energy.  Most of the technologies involved are well developed and entering commercial markets.  However, our partnership needs additional funds to support research and prototype development.  UCF would engage students and faculty from chemical engineering, biology, and business to conduct research necessary to validate and optimize this conversion process.  OUC is interested in matching this support by investing in a test site that purifies power plant effluent, produces bio-diesel, and fuels OUC trucks.         If successful, we envision efficient, inexpensive, stand-alone systems capable of cleaning water and producing renewable energy anywhere that algae grows.    ",1003918,Not Accepted,3918-06,0017000001LSVpyAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"The IDeaLaboratory, Center for Design & Technology Ventures",45833,"The IDeaLaboratory, Center for Design & Technology Ventures",Arizona State University at the Polytechnic Campus, ,2006-10-27,2006-10-27, , ,The Center for Design & Technology Ventures Program in the Arizona State University IDeaLaboratory is an exploratory grant initiative to help define transferrable and replicable models for effective and sustainable technology entrepreneurship. This innovation and entrepreneurial curricular plan moves socially embedded ideas to market for the benefit of people in need. This grant supports an existing infrastructure by building and strengthening collaborative multi-disciplinary internal and external partnerships. This program has a positive economic impact on a targeted population through its bilingual component and it's proven innovation model. The ongoing internal and external partnerships will continue to grow in order to bring about further social change. This program will create a prototype model of working with non-profit organizations that can be replicated by other organizations.,1003919,Final Review,3919-06,0017000001LSVtoAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Implementation of a Sustainable Water Management Plan for a Rapidly Urbanizing Ghanaian Community,26250,Implementation of a Sustainable Water Management Plan for a Rapidly Urbanizing Ghanaian Community,Columbia University in the City of New York, ,2006-10-27,2006-10-27, , ,"Columbia University Engineers Without Borders   USA (CU-EWB), under the guidance of Professor Patricia Culligan at Columbia University, is developing a water management and sanitation plan for the rapidly urbanizing village of Sakyikrom, Ghana.  The plan is the result of a close relationship established between CU-EWB, the community of Sakyikrom, and local NGOs and institutions in Ghana to encourage sustainable infrastructure and economic development and empowerment.  The community lacks critical infrastructure necessary to meet the needs of its current population, let alone the increasing number of new residents.  This collaboration between CU-EWB and the community to build sustainable infrastructure will have a direct impact on the quality of the life of the residents as well as allowing the community to grow economically. CU-EWB is requesting funding through the NCIIA Sustainable Vision Grant Program for implementation of a waste management and sanitation facility as a part of this plan.",1003921,Final Review,3921-06,0017000001LSVo6AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Prefabricated Solar Housing,50000,Sustainable Prefabricated Solar Housing,University of Michigan-Ann Arbor, ,2006-10-27,2006-10-31, , ,"The project is to research passive, solar and low energy technologies in housing which holistically integrates manufacture and performance in operation. The concept is conceived as a new approach towards portable housing as a market led imperative which will include a process of educating the design professions and the public on how sustainability can be achieved in a new housing concept as product, creating a new market in industrially designed prefabricated solar housing. Interdisciplinary research and design initiatives are adopted, as a collaborative between university units and industry partners. Research will be conducted on a full scale prototype house as a  living laboratory  that will include performative measurements, a survey of public opinions and the development of future goals for affordable and higher density housing. The market potential for the concept of  housing as product  will be researched and overall environmental and cost benefits demonstrated on a lifecycle basis, consistent with criteria for sustainability.",1003922,Final Review,3922-06,0017000001LSVpTAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Weaving an Equitable Global Tapestry:  Intersection of Textiles, Coffee, Economic Development, and Highland Maya Community",49645,"Weaving an Equitable Global Tapestry:  Intersection of Textiles, Coffee, Economic Development, and Highland Maya Community",North Central College, ,2006-10-27,2006-11-13, , ,"This project builds on an existing collaborative project with the Kaqchikel-Maya community of San Lucas Tolimán, Guatemala.  It seeks to support and assist a community initiative to revitalize a traditional practice that is meaningful and potentially lucrative.      North Central College SIFE has sold approximately 2000 pounds of shade-grown coffee produced by small-plot San Lucas family farmers.  While we intend to continue to expand coffee sales, from the beginning, we have had diversification as a goal.  During a recent visit to San Lucas, we learned of a new women s center that will feature classrooms dedicated to teaching weaving.  An activity with mythological, cosmological, and historical significance, weaving is a meaningful, socially-valued activity that women easily accommodate to family and community life.  It requires few energy inputs and is compatible with Maya women s domestic tasks including household budget management.  Moreover, hand-woven textiles are among the most popular items purchased by tourists, offering women the opportunity to earn cash income for their families.      This project will: maximize the number of women who acquire or improve their weaving skills; assist women to form a weaving cooperative; provide appropriate technology and technical assistance; and offer marketing consultation to help the cooperative expose attractive products to the widest possible market.  We see textile production and shade-grown coffee farming as complementary.  One is done in the family home, the other on family land.  Both are socially and environmentally sustainable.  Together, they afford economically-vulnerable families diverse strategies to generate cash income with minimal social or cultural disruption.   ",1003923,Final Review,3923-06,0017000001LSW1DAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Aloeterra (Solar decathlon 2007),50000,Aloeterra (Solar decathlon 2007),Lawrence Technological University, ,2006-10-27,2006-10-27, , ,"Abstract: The Institutional Applicant has been selected by the U.S. Department of Energy National Renewable Energy Laboratory (NREL) as one of twenty universities to participate in the third International Solar Decathlon (2007) event(http://www.eere.energy.gov/ solar_decathlon/).  This student competition is regarded as the premier solar residence prototype design and research competition in the world.  The importance of this project is best illustrated by the location of the final testing and display at the National Mall in Washington D.C in September of 2007.   The project provides a unique interdisciplinary opportunity for architecture, engineering students to learn in a problem-based learning setting.  The team of students, faculty, and associated professionals to research, design, build, and deploy an 800 square foot prototype residence.   The two-year project, which will be completed by October 2007, has the following measurable outcomes:      Sustainable design performance metrics through component testing, engineering and design studies of the architectural, mechanical, structural, electrical, and water /sanitary systems, for an identified residential target market group. The project will address architecture on several different aspects and layers at several different scales. These modules will not be seen as simply line items or streams of data, they will be explored for their spatial implications. The project will be developed in a series of layers of form and technology, it is our intent to test these building and energy systems first at micro-scale early in the process., and we will then repeat the successful trials at full size.    ",1003924,Final Review,3924-06,0017000001LSVpPAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
An educational model for developing self sufficient schools,50000,An educational model for developing self sufficient schools,Santa Clara University, ,2006-10-27,2006-10-30, , ,"Santa Clara University (SCU) has formed a partnership with the Fundación Paraguaya and its San Francisco Agricultural School to expand and refine an innovative model for teaching agricultural and entrepreneurial skills to poor farm children in developing countries.  This effort seeks to break the cycle of poverty by creating educated entrepreneurial farmers rather than subsistence farmers.  This proposal builds on the work of SCU´s Global Social Benefit Incubator and the Graduate Department of Education, focusing on: 1) refinement of the curriculum development process and teaching strategies for this ground-breaking agro-entrepreneurial educational program; 2) introducing additional quality controls and business model improvements for the  financially self-sustaining farm school ; 3) creating an on-line manual that will facilitate the model s replication in other developing countries.  This model will identify effective processes that can be adapted to diverse developing countries to promote an adaptive model for agricultural sustainability and economic benefit.      ",1003926,Not Accepted,3926-06,0017000001LSW9fAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Lightning Hazard-Warning Decision Support for Low-Income Outdoor Workers,48612,Lightning Hazard-Warning Decision Support for Low-Income Outdoor Workers,University of Oklahoma Norman Campus, ,2006-10-27,2006-10-27, , ,"The most impoverished peoples of the earth are engaged disproportionately in outdoor activities of various kinds, primarily agricultural.  In developing nations, people spend much of their time engaged in subsistence agriculture or working on plantations and ranches.  In the US, migrant workers perform most agricultural labor and an increasing amount of construction labor.  Much of the outdoor work is performed during the seasons when thunderstorm frequency is highest.  Therefore these laborers are disproportionately likely to be injured or killed by lightning.  Until recently, the cost of the equipment necessary to provide sound, science-based lightning hazard-warning decision support has been so great that only the most high-risk operations, such as those carried out at the NASA Kennedy Space Center, could afford it.  The alternatives have been rules of thumb and a number of devices on the market without benefit of rigorous scientific testing and evaluation.  Now there is a new, easy to use, robust instrument available that can provide the same kind of science-based lightning hazard-warning decision support that has been used at NASA KSC for three decades, at a fraction of the cost.  In this proposal we request support to develop a cost-effective lightning hazard-warning decision support package suitable for widespread deployment on behalf of the masses of low-income outdoor laborers around the world.  Development of educational programs to document and demonstrate the need for the hazard-warning systems, and to teach both managers and laborers how to use them, are an integral part of the proposed work.",1003927,Final Review,3927-06,0017000001MBMR5AAP,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Stevens Institute of Technology: Partnerships for Stevens E2-Lab,49233,Stevens Institute of Technology: Partnerships for Stevens E2-Lab,Stevens Institute of Technology, ,2006-10-27,2006-10-27, , ,"The vision is to create an Environmental Entrepreneurship (E2) Laboratory that will revolutionize the university-industry technology transfer process.  The mission is to develop and implement an unconventional innovation transfer process that cuts the lead time of traditional university-industry technology transfer processes in half and creates economically viable environmental solutions.     The Center for Environmental Systems will serve as technology knowledge base for the E2-Lab.  The E2-Lab will support the essential activities necessary to create a new venture. The E2 Lab will connect the university-based inventors with experienced entrepreneurs, industrial partners, government regulators and investors in a very early stage to allow meaningful market focused inventions. In this proposal we are asking for a support of $49,233 for a period of twelve months to fund the initial key events to attract potential partners and establish the partner network necessary for the successful implementation of the E2 Lab at Stevens.",1003928,Not Accepted,3928-06,0017000001LSW8KAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Innovation Learning Lab Program,50000,Sustainable Innovation Learning Lab Program,Cornell University, ,2006-10-27,2006-10-27, , ,"The Sustainable Innovation Learning Lab program (SILL) is a cross-sector, multidisciplinary network that helps catalyze the identification, creation and commercialization of next generation, inherently clean products and services.  These products and services will alleviate some of the world s most pressing environmental and social challenges.  SILL looks to move companies beyond incremental technological improvements often associated with eco-efficiency, pollution prevention, and product stewardship strategies.  SILL participants benefit from a space that encourages creative thinking and idea generation, removed from day-to-day business operations.  Through a diverse membership of leaders in business, academia, government and the non-profit sectors, SILL becomes a vehicle for applied research and learning that yields relevant, strategic knowledge.  The long run goal of SILL is to grow into an international network that links strategic management and research and development within the context of social and environmental trends that affect today s competitive marketplace.",1003929,Not Accepted,3929-06,0017000001LSVqNAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
